han	han+Pcle
Kárášjoga	Kárášjohka+N+Prop+Sem/Plc+Sg+Gen
Kárášjoga	Kárášjohka+N+Prop+Sem/Sur+Sg+Acc
Kárášjoga	Kárášjohka+N+Prop+Sem/Sur+Sg+Gen

jurdilan	jurdilit+V+TV+PrfPrc
jurdilan	jurdilit+V+TV+Actio+Gen
jurdilan	jurdilit+V+TV+Actio+Nom
jurdilan	jurdilit+V+TV+Ind+Prt+ConNeg
jurdilan	jurdilit+V+TV+Ind+Prs+Sg1

juohkelágan	juohkelágan+v1+A+Attr
juohkelágan	juohkelágan+v1+A+Sg+Nom
juohkelágan	juohkelágan+v1+A+Sg+Acc
juohkelágan	juohkelágan+v1+A+Sg+Gen+Err/Orth

julevsámegiella	julevsámegiella+N+Sg+Nom

johtočállosa	johtočálus+N+Sg+Acc
johtočállosa	johtočálus+N+Sg+Gen

jieŋui	jiekŋut+V+IV+Ind+Prt+Sg3
jieŋui	jiekŋut+V+IV+Ind+Prt+Err/Orth+Sg3

jávohuhttit	jávohuhttit+V+TV+Inf
jávohuhttit	jávohuhttit+V+TV+Imprt+Pl2
jávohuhttit	jávohuhttit+V+TV+Ind+Prs+Pl1


Imašlaš	imašlaš+A+Attr
Imašlaš	imašlaš+A+Sg+Nom

ilbman	ilbman+N+Sg+Gen
ilbman	ilbman+N+Sg+Nom
ilbman	ilbmat+V+IV+PrfPrc
ilbman	ilbmat+V+IV+Actio+Gen
ilbman	ilbmat+V+IV+Actio+Nom
ilbman	ilbmat+V+IV+Ind+Prt+ConNeg
ilbman	ilbmanit+V+IV+Imprt+ConNeg
ilbman	ilbmanit+V+IV+Imprt+Sg2
ilbman	ilbmanit+V+IV+Ind+Prs+ConNeg

iešguđetládje	iešguđet ládje+Err/Orth+Adv

iešbirgejupmái	iešbirgejupmi+N+Sg+Ill

iehčanas	iehčanas+A+Attr

iđedis	iđedis+Adv

iđđes	iđđes+Adv

Haalanda	Haaland+N+Prop+Sem/Sur+Sg+Acc
Haalanda	Haaland+N+Prop+Sem/Sur+Sg+Gen

hutkkaimet	hutkat+V+TV+Ind+Prt+Err/Orth+Pl1
hutkkaimet	hutkat+V+TV+Ind+Prt+Pl1

hutkái	hutki+N+Sg+Ill
hutkái	hutkái+A+Sg+Ill
hutkái	hutkái+A+Sg+Nom

huško	huškut+V+TV+ConNegII
huško	huškut+V+TV+Ind+Prs+Du1
huško	huškut+V+TV+Ind+Prt+Pl3

hoahpus	hoahppu+N+Sg+Loc
hoahpus	hoahpus+Adv

hivsset	hivsset+N+Sg+Nom
hivsset	hivsset+N+Sg+Acc+Err/Orth
hivsset	hivsset+N+Sg+Gen+Err/Orth

hivssegii	hivsset+N+Sg+Ill

hejošit	headjut+V+IV+Cond+Prs+Sg2
hejošit	hejošit+V+TV+Inf
hejošit	hejošit+V+TV+Ind+Prt+Sg2
hejošit	hejošit+V+TV+Ind+Prs+Pl1
hejošit	hejošit+V+TV+Ind+Prs+Pl3

heivehaddat	heivehaddat+V+TV+Inf
heivehaddat	heivehaddat+V+TV+Ind+Prs+Pl1

heila	heila+A+Attr

hehttehusat	hehttehus+N+Pl+Nom

hearvabáttiid	hearvabáddi+N+Err/Orth+Pl+Acc
hearvabáttiid	hearvabáddi+N+Err/Orth+Pl+Gen
hearvabáttiid	hearvabáddi+N+Pl+Acc
hearvabáttiid	hearvabáddi+N+Pl+Gen

heaŋgá	heaŋgát+V+IV+VGen
heaŋgá	heaŋgát+V+IV+Imprt+ConNeg
heaŋgá	heaŋgát+V+IV+Imprt+Sg2
heaŋgá	heaŋgát+V+IV+Ind+Prs+ConNeg
heaŋgá	heaŋgát+V+IV+Ind+Prs+Sg3

heahpatvuođa	heahpatvuohta+N+Sg+Acc
heahpatvuođa	heahpatvuohta+N+Sg+Gen

Heahpat	heahpat+N+Sg+Nom
Heahpat	heahpat+N+Sg+Acc+Err/Orth
Heahpat	heahpat+N+Sg+Gen+Err/Orth

heahpanaddat	heahpanaddat+V+IV+Inf
heahpanaddat	heahpanaddat+V+IV+Ind+Prs+Pl1

hávvarrivnniid	hávvarrievdni+N+Err/Orth+Pl+Acc
hávvarrivnniid	hávvarrievdni+N+Err/Orth+Pl+Gen
hávvarrivnniid	hávvarrievdni+N+Pl+Acc
hávvarrivnniid	hávvarrievdni+N+Pl+Gen

Halonen	Halonen+N+Prop+Sem/Sur+Attr
Halonen	Halonen+N+Prop+Sem/Sur+Sg+Acc
Halonen	Halonen+N+Prop+Sem/Sur+Sg+Nom

hain	hain+Adv


guovttes	guovttis+v4+N+Coll+Sg+Nom

guovttegielalažžan	guovttegielalaš+A+Ess

guovssahasaid	guovssahas+N+Pl+Acc
guovssahasaid	guovssahas+N+Pl+Gen
guovssahasaid	guovssahas+N+Err/Orth+Pl+Acc
guovssahasaid	guovssahas+N+Err/Orth+Pl+Gen
guovssahasaid	guovssahasat+N+Pl+Acc
guovssahasaid	guovssahasat+N+Pl+Acc+Err/Orth
guovssahasaid	guovssahasat+N+Pl+Gen
guovssahasaid	guovssahasat+N+Pl+Gen+Err/Orth

guorbmebiillain	guorbmebiila+N+Err/Orth+Pl+Loc
guorbmebiillain	guorbmebiila+N+Err/Orth+Sg+Com
guorbmebiillain	guorbmebiila+N+Pl+Loc
guorbmebiillain	guorbmebiila+N+Sg+Com

guhkkelis	guhkkelis+Adv

gozuid	gohcu+N+Err/Orth+Pl+Acc
gozuid	gohcu+N+Err/Orth+Pl+Gen
gozuid	gohcu+N+Pl+Acc
gozuid	gohcu+N+Pl+Gen

Govt	govt+Adv

govdosaš	govdosaš+A+Sg+Nom
govdosaš	govdosaš+A+Attr

gokčasa	govččas+N+Sg+Acc
gokčasa	govččas+N+Sg+Gen
gokčasa	gokčasit+V+IV+Ind+Prs+Sg3

goikebierggu	goikebiergu+N+Sg+Acc
goikebierggu	goikebiergu+N+Sg+Gen

goike	goikat+V+IV+Ind+Prs+Du1
goike	goikat+V+IV+Ind+Prt+Pl3
goike	goike+Err/Lex+A+Attr
goike	goiket+V+TV+VGen
goike	goiket+V+TV+Imprt+ConNeg
goike	goiket+V+TV+Imprt+Sg2
goike	goiket+V+TV+Ind+Prs+ConNeg
goike	goiket+V+TV+Ind+Prs+Sg3

goargŋut	goargŋu+N+NomAg+Pl+Nom
goargŋut	goargŋut+V+IV+Inf
goargŋut	goargŋut+V+IV+Imprt+Pl1
goargŋut	goargŋut+V+IV+Imprt+Pl2
goargŋut	goargŋut+V+IV+Ind+Prs+Pl1

goarbmut	goarbmu+N+NomAg+Pl+Nom
goarbmut	goarbmut+V+IV+Inf
goarbmut	goarbmut+V+IV+Imprt+Pl1
goarbmut	goarbmut+V+IV+Imprt+Pl2
goarbmut	goarbmut+V+IV+Ind+Prs+Pl1

goal	goal+Adv

goabbatlágán	goabbatlágan+v2+A+Attr
goabbatlágán	goabbatlágan+v2+A+Sg+Nom
goabbatlágán	goabbatlágan+v2+A+Sg+Acc
goabbatlágán	goabbatlágan+v2+A+Sg+Gen+Err/Orth

goabbatlágan	goabbatlágan+v1+A+Attr
goabbatlágan	goabbatlágan+v1+A+Sg+Nom
goabbatlágan	goabbatlágan+v1+A+Sg+Acc
goabbatlágan	goabbatlágan+v1+A+Sg+Gen+Err/Orth

gilvvus	gilvu+N+Sg+Loc
gilvvus	gilvvus+Adv

Giellavealgu	giellavealgu+N+Sg+Nom


gevrejedje	gevret+V+TV+Ind+Prt+Pl3


geatnegahttán	geatnegahttit+V+TV+PrfPrc
geatnegahttán	geatnegahttit+V+TV+Ind+Prt+ConNeg

geaidnoearrun	geaidnoearru+N+Ess

Gea	gea+Interj

gávttehasat	gávttehas+N+Pl+Nom

gávttehas	gávttehas+N+Sg+Nom

Gaskkohagaid	gaskkohagaid+Adv

gárvvistii	gárvvistit+V+TV+Ind+Prt+Sg3

gáivuotnalažžan	gáivuotnalaš+N+Ess

fuotni	fuotni+A+Sg+Nom

fuomášahtii	fuomášahttit+V+TV+Ind+Prt+Sg3
fuomášahtii	fuomášahttit+V+TV+Ind+Prt+Err/Orth+Sg3

fuollameahttunvuohta	fuollameahttunvuohta+N+Sg+Nom

funet	funet+Adv


framhaldsskuvlla	framhaldsskuvla+Err/Lex+N+Sg+Acc
framhaldsskuvlla	framhaldsskuvla+Err/Lex+N+Sg+Gen

Forlag	Forlag+N+Prop+Sem/Org+Sg+Acc
Forlag	Forlag+N+Prop+Sem/Org+Sg+Gen
Forlag	Forlag+N+Prop+Sem/Org+Sg+Nom

fitnodaga	fitnodat+N+Sg+Acc
fitnodaga	fitnodat+N+Sg+Gen

finnmárkolaččat	finnmárkulaš+Err/Orth+N+Pl+Nom

feasttain	feasta+N+Err/Orth+Pl+Loc
feasttain	feasta+N+Err/Orth+Sg+Com
feasttain	feasta+N+Pl+Loc
feasttain	feasta+N+Sg+Com

feaskkir	feaskkir+N+Sg+Nom

fearániid	fearán+N+Pl+Acc
fearániid	fearán+N+Pl+Gen

fearánat	fearán+N+Pl+Nom

fallehedje	fallehit+V+TV+Ind+Prt+Pl3

fáldi	fáldi+N+Sg+Nom

fáktet	fáktet+V+TV+Inf
fáktet	fáktet+V+TV+Ind+Prs+Pl1
fáktet	fáktet+V+TV+Ind+Prs+Sg2

Evakueren	evakueret+V+TV+PrfPrc
Evakueren	evakueret+V+TV+Ind+Prs+Sg1
Evakueren	evakueret+V+TV+Actio+Gen
Evakueren	evakueret+V+TV+Actio+Nom
Evakueren	evakueret+V+TV+Ind+Prt+ConNeg



eurohpalaš	eurohpalaš+A+Sg+Nom
eurohpalaš	eurohpalaš+A+Attr

etnihkkalaš	etnihkalaš+Err/Orth+A+Sg+Nom
etnihkkalaš	etnihkalaš+Err/Orth+A+Attr

elrávnnji	elrávdnji+N+Sg+Acc
elrávnnji	elrávdnji+N+Sg+Gen

earuhan	earru+N+Sg+Acc+Foc/han
earuhan	earru+N+Sg+Gen+Foc/han
earuhan	earuhit+V+TV+PrfPrc
earuhan	earuhit+V+TV+Ind+Prs+Sg1
earuhan	earuhit+V+TV+Actio+Gen
earuhan	earuhit+V+TV+Actio+Nom
earuhan	earuhit+V+TV+Ind+Prt+ConNeg

earáhuvvan	earáhuvvat+V+IV+PrfPrc
earáhuvvan	earáhuvvat+V+IV+Actio+Gen
earáhuvvan	earáhuvvat+V+IV+Actio+Nom
earáhuvvan	earáhuvvat+V+IV+Ind+Prt+ConNeg

eanasmuddui	eanasmuddu+N+Sg+Ill

ealvvai	ealvat+V+TV+Ind+Prt+Sg3
ealvvai	ealvat+V+TV+Ind+Prt+Err/Orth+Sg3

eahpesihkkaris	eahpesihkar+v2+A+Sg+Loc
eahpesihkkaris	eahpesihkar+v2+A+Attr
eahpesihkkaris	eahpesihkar+v1+A+Sg+Loc
eahpesihkkaris	eahpesihkar+v1+A+Attr
eahpesihkkaris	eahpesihkar+v2+A+Sg+Loc
eahpesihkkaris	eahpesihkar+v2+A+Attr
eahpesihkkaris	eahpesihkar+v1+A+Sg+Loc
eahpesihkkaris	eahpesihkar+v1+A+Attr

eahpesihkarvuohta	eahpesihkarvuohta+v1+N+Sg+Nom
eahpesihkarvuohta	eahpesihkarvuohta+v1+N+Sg+Nom

eahpečielga	eahpečielggas+A+Attr

eahpádusa	eahpádus+N+Sg+Acc
eahpádusa	eahpádus+N+Sg+Gen

Eahpádus	eahpádus+N+Sg+Nom

Duššefal	duššefal+Adv

dusse	dusset+V+TV+VGen
dusse	dusset+V+TV+Imprt+ConNeg
dusse	dusset+V+TV+Imprt+Sg2
dusse	dusset+V+TV+Ind+Prs+ConNeg
dusse	dusset+V+TV+Ind+Prs+Sg3

duollet	duollet+A+Sg+Nom
duollet	duollet+A+Sg+Acc+Err/Orth
duollet	duollet+A+Sg+Gen+Err/Orth

duohpat	duohppa+N+Pl+Nom
duohpat	duohpat+V+TV+Inf
duohpat	duohpat+V+TV+Ind+Prs+Pl1

dulvadeami	dulvadeapmi+N+Sg+Acc
dulvadeami	dulvadeapmi+N+Sg+Gen

dubmen	dubmet+V+TV+PrfPrc
dubmen	dubmet+V+TV+Ind+Prs+Sg1
dubmen	dubmet+V+TV+Actio+Gen
dubmen	dubmet+V+TV+Actio+Nom
dubmen	dubmet+V+TV+Ind+Prt+ConNeg



drošše	drošše+N+G3+Sg+Nom
drošše	drošše+N+G3+Sg+Acc
drošše	drošše+N+G3+Sg+Gen

dovdomearkkaide	dovdomearka+N+Err/Orth+Pl+Ill
dovdomearkkaide	dovdomearka+N+Pl+Ill

dovdomearkkaid	dovdomearka+N+Err/Orth+Pl+Acc
dovdomearkkaid	dovdomearka+N+Err/Orth+Pl+Gen
dovdomearkkaid	dovdomearka+N+Pl+Acc
dovdomearkkaid	dovdomearka+N+Pl+Gen

dovdomearkka	dovdomearka+N+Sg+Acc
dovdomearkka	dovdomearka+N+Sg+Gen


dorvvastit	dorvvastit+V+TV+Inf
dorvvastit	dorvvastit+V+TV+Ind+Prs+Pl1
dorvvastit	dorvvastit+V+TV+Ind+Prs+Pl3
dorvvastit	dorvvastit+V+TV+Ind+Prt+Sg2

divššohagas	divššohat+N+Sg+Loc

dinet	dinet+V+TV+Inf
dinet	dinet+V+TV+Ind+Prs+Pl1
dinet	dinet+V+TV+Ind+Prs+Sg2

dihtosii	dieđus+A+Sg+Ill

dievai	dievvat+V+IV+Ind+Prt+Sg3
dievai	dievvat+V+IV+Ind+Prt+Err/Orth+Sg3

dietnasa	dienas+N+Sg+Acc
dietnasa	dienas+N+Sg+Gen

diehttelassan	diehttelas+A+Ess

Die	die+Adv

DGT	DGT+N+ACR+Sg+Acc
DGT	DGT+N+ACR+Sg+Gen
DGT	DGT+N+ACR+Sg+Nom

dette	dette+Adv

Dennjii	dennjet+V+TV+Ind+Prt+Sg3

deŋggodaga	deŋggodat+N+Sg+Acc
deŋggodaga	deŋggodat+N+Sg+Gen


deatnulaš	deatnulaš+N+Sg+Nom
deatnulaš	deatnulaš+A+Sg+Nom
deatnulaš	deatnulaš+A+Attr

Deanu	deatnu+N+Sg+Acc
Deanu	deatnu+N+Sg+Gen
Deanu	Deatnu+N+Prop+Sem/Plc+Sg+Acc
Deanu	Deatnu+N+Prop+Sem/Plc+Sg+Gen
Deanu	Deatnu+N+Prop+Sem/Sur+Sg+Acc
Deanu	Deatnu+N+Prop+Sem/Sur+Sg+Gen
Deanu	deatnut+V+IV+VGen

deaivá	deaivat+V+TV+Ind+Prs+Sg3

dávjjit	dávji+A+Pl+Nom
dávjjit	dávji+A+Comp+Attr
dávjjit	dávji+A+Comp+Sg+Nom
dávjjit	dávjjidit+V+TV+Imprt+ConNeg
dávjjit	dávjjidit+V+TV+Imprt+Sg2
dávjjit	dávjjidit+V+TV+Ind+Prs+ConNeg

davágeahčen	davágeahčen+Po
davágeahčen	davágeahčen+Pr
davágeahčen	davágeahčen+Adv

dastán	dastán+Adv

dássedit	dásset+A+Comp+Attr
dássedit	dásset+A+Comp+Sg+Nom

dasalassin	dasa lassin+Err/Orth+Adv

dárrolaš	dárrolaš+N+Sg+Nom
dárrolaš	dárrolaš+A+Attr
dárrolaš	dárrolaš+A+Sg+Nom

dárbbašmeahttumin	dárbbašmeahttun+A+Ess

dánskalaččaid	dánskalaš+N+Pl+Acc
dánskalaččaid	dánskalaš+N+Pl+Gen
dánskalaččaid	dánskalaš+N+Err/Orth+Pl+Acc
dánskalaččaid	dánskalaš+N+Err/Orth+Pl+Gen
dánskalaččaid	dánskalaš+A+Pl+Acc+Err/Orth
dánskalaččaid	dánskalaš+A+Pl+Acc
dánskalaččaid	dánskalaš+A+Pl+Gen+Err/Orth
dánskalaččaid	dánskalaš+A+Pl+Gen

dáloniidda	dálon+N+Pl+Ill

dainnalágiin	dainna lágiin+Err/Orth+Adv

Dáidá	dáidit+V+IV+Ind+Prs+Sg3

dáhtolaččat	dáhtolaš+A+Pl+Nom
dáhtolaččat	dáhtolaš+A+Comp+Attr
dáhtolaččat	dáhtolaš+A+Comp+Sg+Nom

dáhkidit	dáhkidit+V+TV+Inf
dáhkidit	dáhkidit+V+TV+Ind+Prs+Pl1
dáhkidit	dáhkidit+V+TV+Ind+Prs+Pl3
dáhkidit	dáhkidit+V+TV+Ind+Prt+Sg2

dahkamušaid	dahkamuš+N+Pl+Acc
dahkamušaid	dahkamuš+N+Pl+Acc+Err/Orth
dahkamušaid	dahkamuš+N+Pl+Gen
dahkamušaid	dahkamuš+N+Pl+Gen+Err/Orth

dahkamuš	dahkamuš+N+Sg+Nom

dađis	dađis+Adv

čuvgehus	čuvgehus+N+Sg+Nom

čurvii	čurvet+V+TV+Ind+Prt+Sg3


čuoččuhusaid	čuoččuhus+N+Pl+Acc
čuoččuhusaid	čuoččuhus+N+Pl+Gen
čuoččuhusaid	čuoččuhus+N+Err/Orth+Pl+Acc
čuoččuhusaid	čuoččuhus+N+Err/Orth+Pl+Gen

cukcasat	cuvccas+N+Pl+Nom

čujonasain	čujonas+N+Pl+Loc
čujonasain	čujonas+N+Sg+Com
čujonasain	čujonas+N+Err/Orth+Pl+Loc
čujonasain	čujonas+N+Err/Orth+Sg+Com

cuiggodan	cuiggodit+V+TV+PrfPrc
cuiggodan	cuiggodit+V+TV+Ind+Prs+Sg1
cuiggodan	cuiggodit+V+TV+Actio+Gen
cuiggodan	cuiggodit+V+TV+Actio+Nom
cuiggodan	cuiggodit+V+TV+Ind+Prt+ConNeg

čiekŋalis	čieŋal+A+Sg+Loc
čiekŋalis	čieŋal+A+Attr

čiegusvuođaid	čiegusvuohta+N+Pl+Acc
čiegusvuođaid	čiegusvuohta+N+Pl+Acc+Err/Orth
čiegusvuođaid	čiegusvuohta+N+Pl+Gen
čiegusvuođaid	čiegusvuohta+N+Pl+Gen+Err/Orth

cieggan	cieggat+V+IV+PrfPrc
cieggan	cieggat+V+IV+Actio+Gen
cieggan	cieggat+V+IV+Actio+Nom
cieggan	cieggat+V+IV+Ind+Prt+ConNeg

čevllohallet	čevllohallat+V+IV+Ind+Prs+Pl3
čevllohallet	čevllohallat+V+IV+Ind+Prt+Sg2
čevllohallet	čevllohallat+V+IV+Imprt+Pl2

čehppodat	čehppodat+N+Sg+Nom

ceavzá	ceavzit+V+IV+Ind+Prs+Sg3

čeavláivuođa	čeavláivuohta+N+Sg+Acc
čeavláivuođa	čeavláivuohta+N+Sg+Gen

čeargu	čeargat+V+IV+Imprt+Du1
čeargu	čeargut+V+IV+PrsPrc
čeargu	čeargut+V+IV+Imprt+Du1
čeargu	čeargut+V+IV+Imprt+Du2
čeargu	čeargut+V+IV+Ind+Prs+Sg3

cavgilemiid	cavgileapmi+N+Pl+Acc
cavgilemiid	cavgileapmi+N+Pl+Acc+Err/Orth
cavgilemiid	cavgileapmi+N+Pl+Gen
cavgilemiid	cavgileapmi+N+Pl+Gen+Err/Orth

čáppat	čáppat+A+Sg+Nom

Čáppa	čáppat+A+Attr
Čáppa	čáppis+A+Attr

čáhket	čáhkat+V+IV+Ind+Prs+Pl3
čáhket	čáhkat+V+IV+Ind+Prt+Sg2
čáhket	čáhkat+V+IV+Imprt+Pl2
čáhket	čáhket+A+Sg+Nom
čáhket	čáhket+A+Sg+Acc+Err/Orth
čáhket	čáhket+A+Sg+Gen+Err/Orth

čáhke	čáhkat+V+IV+Ind+Prs+Du1
čáhke	čáhkat+V+IV+Ind+Prt+Pl3

čága	čáhkat+V+IV+VGen
čága	čáhkat+V+IV+Imprt+ConNeg
čága	čáhkat+V+IV+Imprt+Sg2
čága	čáhkat+V+IV+Ind+Prs+ConNeg

buozalmasvuohta	buozalmasvuohta+N+Sg+Nom

buoragit	buoragit+Adv

buollima	buollin+N+Sg+Acc
buollima	buollin+N+Sg+Gen

buohta	buohta+Po
buohta	buohta+Adv

buohccedivššárin	buohccedivššár+v1+N+Ess+Err/Orth
buohccedivššárin	buohccedivššár+v1+N+Ess

buhtistit	buhtistit+V+TV+Inf
buhtistit	buhtistit+V+TV+Ind+Prs+Pl1
buhtistit	buhtistit+V+TV+Ind+Prs+Pl3
buhtistit	buhtistit+V+TV+Ind+Prt+Sg2

buhtis	buhtis+A+Sg+Nom
buhtis	buhtis+A+Err/Orth+Attr
buhtis	buhtistit+V+TV+Imprt+ConNeg
buhtis	buhtistit+V+TV+Imprt+Sg2
buhtis	buhtistit+V+TV+Ind+Prs+ConNeg

buhtadusas	buhtadus+N+Sg+Loc

buhtadit	buhtadit+V+TV+Inf
buhtadit	buhtadit+V+TV+Ind+Prs+Pl1
buhtadit	buhtadit+V+TV+Ind+Prs+Pl3
buhtadit	buhtadit+V+TV+Ind+Prt+Sg2

buddestatnamain	buddestatnamma+N+Err/Orth+Pl+Loc
buddestatnamain	buddestatnamma+N+Err/Orth+Sg+Com
buddestatnamain	buddestatnamma+N+Pl+Loc
buddestatnamain	buddestatnamma+N+Sg+Com

breavas	breava+N+Sg+Loc

breava	breava+N+Sg+Nom
breava	breava+N+Sg+Acc
breava	breava+N+Sg+Gen

borranmiella	borranmiella+N+Sg+Nom

bolstara	bolsttar+N+Sg+Acc
bolstara	bolsttar+N+Sg+Gen

boasttuvuođa	boasttuvuohta+N+Sg+Acc
boasttuvuođa	boasttuvuohta+N+Sg+Gen


Blix	Blix+N+Prop+Sem/Sur+Attr
Blix	Blix+N+Prop+Sem/Sur+Sg+Acc
Blix	Blix+N+Prop+Sem/Sur+Sg+Gen
Blix	Blix+N+Prop+Sem/Sur+Sg+Nom

bivnnuhin	bivnnut+A+Ess
bivnnuhin	bivnnuheapme+A+Sg+Nom+Err/Orth

bitnii	bietna+N+Sg+Ill

bismagoddedirekšuvdnii	bismagoddedirekšuvdna+N+Sg+Ill

birrajagi	birrajagi+Adv

billistemiid	billisteapmi+N+Pl+Acc
billistemiid	billisteapmi+N+Pl+Acc+Err/Orth
billistemiid	billisteapmi+N+Pl+Gen
billistemiid	billisteapmi+N+Pl+Gen+Err/Orth

Biiggát	biigá+N+Pl+Nom

biibbalis	biibbal+v1+N+Sg+Loc

Biibbala	biibbal+v1+N+Sg+Acc
Biibbala	biibbal+v1+N+Sg+Gen

bienasta	bienasta+Adv

bieđggus	bieđggus+A+Sg+Nom

beaggán	beaggit+V+IV+PrfPrc
beaggán	beaggit+V+IV+Ind+Prt+ConNeg

bázahusat	bázahus+N+Pl+Nom

bávččagin	bávččagit+V+IV+Ind+Prt+Sg1

bártidan	bártidit+V+IV+PrfPrc
bártidan	bártidit+V+IV+Ind+Prs+Sg1
bártidan	bártidit+V+IV+Actio+Gen
bártidan	bártidit+V+IV+Actio+Nom
bártidan	bártidit+V+IV+Ind+Prt+ConNeg

bargoskihpáriin	bargoskibir+N+Pl+Loc
bargoskihpáriin	bargoskibir+N+Sg+Com
bargoskihpáriin	bargoskihpár+N+Pl+Loc
bargoskihpáriin	bargoskihpár+N+Sg+Com

bargoskihpáriiguin	bargoskibir+N+Pl+Com
bargoskihpáriiguin	bargoskihpár+N+Pl+Com

bardit	bardit+V+TV+Inf
bardit	bardit+V+TV+Imprt+Pl2
bardit	bardit+V+TV+Ind+Prs+Pl1

bánno	bánno+N+G3+Sg+Nom
bánno	bánno+N+G3+Sg+Acc
bánno	bánno+N+G3+Sg+Gen

bajásguvlui	bajás guvlui+Err/Orth+Adv

bajásgeassima	bajásgeassin+N+Sg+Acc
bajásgeassima	bajásgeassin+N+Sg+Gen

bajásčuvgehus	bajásčuvgehus+N+Sg+Nom

báittii	báitit+V+IV+Ind+Prt+Sg3
báittii	báitit+V+IV+Ind+Prt+Err/Orth+Sg3

báicce	baicce+Err/Orth+Adv

báhkinvuođa	báhkinvuohta+N+Sg+Acc
báhkinvuođa	báhkinvuohta+N+Sg+Gen

bahčavuođa	bahčavuohta+N+Sg+Acc
bahčavuođa	bahčavuohta+N+Sg+Gen


badjemánáide	badjemánná+N+Err/Orth+Pl+Ill
badjemánáide	badjemánná+N+Pl+Ill

badjemánáid	badjemánná+N+Err/Orth+Pl+Acc
badjemánáid	badjemánná+N+Err/Orth+Pl+Gen
badjemánáid	badjemánná+N+Pl+Acc
badjemánáid	badjemánná+N+Pl+Gen

badjelgeahččan	badjelgeahččat+V+TV+PrfPrc
badjelgeahččan	badjelgeahččat+V+TV+Actio+Gen
badjelgeahččan	badjelgeahččat+V+TV+Actio+Nom
badjelgeahččan	badjelgeahččat+V+TV+Ind+Prt+ConNeg


badjelgeahčai	badjelgeahččat+V+TV+Ind+Prt+Sg3
badjelgeahčai	badjelgeahččat+V+TV+Ind+Prt+Err/Orth+Sg3

badjeáddjá	badjeáddjá+N+Sg+Nom

ávdugasvuođa	ávdugasvuohta+N+Sg+Acc
ávdugasvuođa	ávdugasvuohta+N+Sg+Gen

attáldagat	attáldat+N+Pl+Nom

ámadadju	ámadadju+N+Sg+Nom

áđđestalle	áđđestallat+V+TV+Ind+Prs+Du1
áđđestalle	áđđestallat+V+TV+Ind+Prt+Pl3

á	á+N+ABBR+Attr
á	á+N+ABBR+Sg+Acc
á	á+N+ABBR+Sg+Gen
á	á+N+ABBR+Sg+Nom

Østerdalenis	Østerdalen+N+Prop+Sem/Sur+Sg+Loc
Østerdalenis	Østerdalen+N+Prop+Sem/Plc+Sg+Loc

x	x+N+ABBR+Attr
x	x+N+ABBR+Sg+Acc
x	x+N+ABBR+Sg+Gen
x	x+N+ABBR+Sg+Nom

vuššon	vuoššat+V+TV+Imprt+Sg1

vurket	vurket+V+TV+Inf
vurket	vurket+V+TV+Ind+Prs+Pl1
vurket	vurket+V+TV+Ind+Prs+Sg2

vurken	vurket+V+TV+PrfPrc
vurken	vurket+V+TV+Ind+Prs+Sg1
vurken	vurket+V+TV+Actio+Gen
vurken	vurket+V+TV+Actio+Nom
vurken	vurket+V+TV+Ind+Prt+ConNeg

vurjen	vuorjat+V+TV+Ind+Prt+Sg1

vuosttašluohkkálaččat	vuosttašluohkkálaš+A+Pl+Nom

Vuosttamuš	vuosttamuš+A+Superl+Attr
Vuosttamuš	vuosttamuš+A+Superl+Sg+Nom

vuosttaldeapmi	vuosttaldeapmi+N+Sg+Nom

vuosttaldeamit	vuosttaldeapmi+N+Pl+Nom

vuosttalda	vuosttaldit+V+TV+Ind+Prs+Sg3

vuosttal	vuosttaldit+V+TV+Imprt+ConNeg
vuosttal	vuosttaldit+V+TV+Imprt+Sg2
vuosttal	vuosttaldit+V+TV+Ind+Prs+ConNeg

vuostálasttiimet	vuostálastit+V+TV+Ind+Prt+Err/Orth+Pl1
vuostálasttiimet	vuostálastit+V+TV+Ind+Prt+Pl1

vuostálastet	vuostálastit+V+TV+Ind+Prs+Pl3
vuostálastet	vuostálastit+V+TV+Ind+Prt+Sg2
vuostálastet	vuostálastit+V+TV+Imprt+Pl2

vuostálas	vuostálas+A+Attr

vuolil	vuolil+Po
vuolil	vuolil+Pr
vuolil	vuolil+Adv
vuolil	vuolildit+V+TV+Imprt+ConNeg
vuolil	vuolildit+V+TV+Imprt+Sg2
vuolil	vuolildit+V+TV+Ind+Prs+ConNeg

vuolábeallái	vuolábealli+N+Sg+Ill
vuolábeallái	vuolábealli+Err/Orth+N+Sg+Ill
vuolábeallái	vuolábeallai+Po
vuolábeallái	vuolábeallai+Pr

vuoittahallat	vuoittáhallat+Err/Orth+V+IV+Pass+Inf
vuoittahallat	vuoittáhallat+Err/Orth+V+IV+Pass+Ind+Prs+Pl1

